0.89,-0.77,-0.94318335428989
-0.04,-0.85,0.73384348242749
-0.59,0.64,-1.3202892018721
-0.98,-0.2,-1.2863681252318
-0.66,0.84,-2.0185926053709
-0.73,0.37,-1.1936389009575
0.01,-0.96,0.74901874806833
0.3,0.54,-0.66926934650154
-0.77,0.6,-1.6415186354651
-0.7,-0.27,-0.755152289227
-0.05,-0.42,0.3419440585187
-0.6,0.6,-1.092491933245
0.87,-0.86,-1.0602389599318
0.45,-0.74,0.10774461871359
0.8,0.8,-2.2084165761788
0.43,-0.86,0.93713047614739
-0.7,0.78,-1.5882663946299
-0.33,0.08,-0.58215899576022
0.83,0.47,-1.665876139613
-0.17,0.5,-0.91436323285855
-0.22,-0.64,0.2655293005187
0.99,-0.11,-1.6158194230706
-0.59,0.47,-1.1501715011201
-0.52,0.79,-1.1740675338988
-0.77,0.06,-1.2014427952691
-0.92,-0.61,-0.93295951247227
-0.32,0.69,-0.68672412837113
-0.5,-0.87,0.31670513156048
0.86,0.6,-1.8825798610215
-0.07,0.12,-0.10948923409132
-0.02,0.12,0.29187805686098
-0.12,-0.3,0.31263839607912
0.86,0.61,-2.1346889501315
-0.96,0.32,-2.3075169273662
0.25,0.84,-0.83545689703877
-0.77,-0.93,-0.56760758285942
-0.5,0.51,-0.95371525586345
-0.01,-0.36,0.24098253160037
-0.05,-0.35,0.54662946269841
0.33,-0.56,0.11216112906464
0.36,0.98,-1.3453560512416
0.68,-0.27,-0.80383952404646
-0.28,-0.49,0.39660228040273
0.93,0.78,-2.4417592338887
0.24,-0.34,0.096161696255474
0.53,-0.7,-0.053389008529446
0.52,-0.45,-0.0419609573172
0.61,-0.38,-0.59146850299974
-0.15,0.67,-0.6351705857873
0.89,0.34,-1.8944704809758
0.62,0.37,-1.3153157332395
-0.89,-0.92,-0.73384411954615
-0.35,-0.42,-0.1546231063513
-0.9,-0.26,-1.3070599548903
-0.24,0.03,-0.0728555965503
0.95,0.01,-1.9760534193036
-0.81,0.28,-1.7609001777662
0.03,-0.32,0.22460224843778
0,0.77,-0.71870134878016
0.87,0.33,-1.8001250836225
0.54,-0.26,-0.27706088368899
0.73,0.28,-1.3664142382725
-0.29,0.08,-0.16184782404143
-0.8,-0.3,-0.77560322111793
0.91,0.96,-2.9459283454107
0.73,0.28,-1.7513744965787
-0.79,-0.59,-0.33200681863093
0.98,0.25,-2.0319918330799
0.16,0.81,-1.0017570757688
0.87,0.4,-1.9878942383095
-0.09,-0.56,0.66537563093721
0.2,0.01,-0.069904272000064
0.23,0.8,-0.68283807378786
-0.17,0.36,-0.60679020643188
0,-0.19,0.18331347558843
0.02,0.43,-0.40995591861641
0.47,-0.81,0.46320826196799
0.07,0.31,-0.11972230201444
-0.38,0.39,-0.63411546842735
-0.61,-0.61,-0.051984041201381
-0.15,0.83,-0.66363078331549
0.97,0.82,-2.7108948919666
0.36,-0.55,0.22358698570876
-0.31,-0.58,0.35671117182509
-0.85,0.26,-1.8211031846927
0.68,-0.19,-0.68492918213989
0.64,0.54,-1.6717005492531
-0.06,-0.35,0.34988716802453
0.96,-0.97,-0.85946829092941
